ext_gene,value
CG33129,1462.829459
CG3313,1593.896494
CG33136,802
CG33137,424
CG33140,2142
CG33143,4692.662947
CG33144,4538.018591
CG33155,614.9530578
CG33156,1700.466541
CG33158,3237
CG33159,575
CG33160,626
CG33169,225.5323287
CG33170,297.4754498
CG33172,3006
CG33177,663
CG33178,422.5452281
CG33181,3257.057212
CG33189,478
CG33191,1346
CG33199,919.522985
CG33203,3032.550094
CG33213,1080
CG33217,2028
CG33223,704.9648734
CG33225,780
CG33226,680
CG33228,553.2413813
CG33229,1331.511175
CG3323,2429
CG33230,1555
CG33233,969.4257778
CG33234,1318.032818
CG33235,4829
CG33252,620
CG33253,1794.722736
CG33257,794
CG33258,697.9085057
CG33259,237
CG3326,1786.90089
CG33260,703
CG33262,428
CG33263,650
CG33267,543
CG33268,161
CG33269,584
CG33270,189
CG33271,291
CG33272,68.0268
CG33276,192
CG33278,1108
CG3328,4622.435785
CG33281,1395
CG33282,1384
CG33284,933
CG33285,568
CG33286,3095
CG33287,3235
CG33288,3491
CG33290,455
CG33293,462
CG33296,1712.165337
CG33298,5814.613143
CG33299,578.2326381
CG3330,991
CG33301,1231.129691
CG33303,1360.307008
CG33306,601
CG33307,407.7732352
CG33308,710
CG33309,1580
CG33310,2433
CG3332,2222.510576
CG33322,1400
CG33325,766
CG33331,1085
CG33332,1116
CG33333,377
CG33337,1928
CG33339,819
CG33340,953
CG33341,747
CG33342,461
CG33346,897
CG3335,2727
CG3337,816.7671592
CG3339,14589
CG3342,1510
CG3344,1281
CG3345,2218
CG33453,413
CG33454,323
CG33458,697
CG33459,715
CG33460,747
CG33461,665
CG33462,826
CG33463,275
CG33465,1411
CG33467,362
CG33468,408
CG33469,408.2396591
CG3347,1709
CG33470,765.01492
CG33474,876.6557557
CG33475,245
CG33476,299
CG33477,398
CG3348,344
CG33483,529
CG33489,1486.5
CG3349,2209
CG33490,1546
CG33493,388.5347453
CG33494,605.1187172
CG33500,68.0268
CG33502,861
CG33506,874
CG33509,1206
CG33510,1367
CG33511,1049
CG33514,980
CG33521,2364.035366
CG33543,2578
CG3355,1048.5
CG33552,589
CG33557,475
CG3356,3757
CG3358,838.4782233
CG33626,305
CG33627,353
CG33630,440
CG33631,389
CG33632,344
CG33635,570
CG33639,3970.129932
CG33640,338
CG33641,522
CG33642,503
CG33643,338
CG33644,278
CG33645,323
CG33647,374
CG33648,510.6646383
CG33654,308
CG33655,1965.470823
CG33658,347
CG33664,422
CG33665,454
CG33666,467
CG33667,448
CG33668,417
CG33669,388
CG33671,1714.961824
CG33672,1777
CG33673,599
CG33679,556
CG3368,3359
CG33680,638
CG33687,593
CG33688,329
CG33689,338
CG33690,314
CG33695,1215.370948
CG33700,917
CG33702,341
CG33703,347
CG33704,524
CG33710,516
CG33713,1079.839235
CG33721,347
CG33722,1456.073381
CG33723,344
CG33725,419
CG33752,359
CG33757,338
CG33758,338
CG3376,2865.87133
CG33764,344
CG33766,338
CG33767,368
CG33768,305
CG33769,341
CG33770,359
CG33771,338
CG33772,359
CG33773,406
CG33774,111
CG33775,350
CG33777,320
CG33783,296
CG33784,353
CG33785,1046
CG33786,1046
CG33791,4851.016175
CG33792,479
CG33795,338
CG33796,341
CG33798,338
CG3386,1245.415319
CG33912,299
CG33914,1374.915982
CG33919,377
CG33920,344
CG33922,338
CG33923,338
CG33926,619.4648852
CG33927,350
CG33928,344
CG33932,1108.895058
CG33934,1820
CG33939,354
CG3394,2120.30537
CG33946,111
CG33947,832
CG33958,2477
CG33964,2046
CG33965,827
CG33966,964
CG33969,1464.207423
CG3397,988
CG33970,2432.74299
CG33977,226
CG33978,7261.894945
CG33981,6128.739578
CG33985,661
CG33986,672
CG33993,1944.382033
CG33995,2233.100649
CG33998,390
CG34001,385.7256687
CG34002,949
CG34005,434
CG34007,270
CG34008,516
CG34010,677
CG34011,891
CG34012,352
CG34015,395
CG3402,836
CG34021,561
CG34025,1003
CG34026,275.3221206
CG34027,4361
CG34028,371
CG34029,261
CG34030,623
CG34031,541
CG34033,367
CG34034,438
CG34038,909.6388104
CG34039,500
CG34040,781
CG34041,498
CG34043,1028
CG34045,382
CG34049,768
CG34051,569.006922
CG34054,346
CG34056,1104
CG34057,1019.554793
CG3407,2219
CG3408,1688.651994
CG3409,4933.457874
CG34105,375
CG34106,2995.354368
CG34107,412
CG34109,2352
CG34112,765.5503742
CG34113,7478.486794
CG34114,5457.995523
CG34115,219
CG34116,597
CG34117,229
CG34120,7124.168115
CG34124,6035
CG34125,469
CG34126,5774.946545
CG34129,773
CG34130,775
CG34132,336
CG34133,4004.999194
CG34134,286
CG34135,7154.893302
CG34136,507
CG34137,688.0014286
CG34138,549
CG34140,1533
CG34141,2577.546301
CG34148,396.6239948
CG34149,853.2531445
CG34150,296
CG34155,2420
CG34159,737
CG34160,298
CG34161,365.3333333
CG34162,1506
CG34163,278.9722854
CG34164,1572
CG34165,393.0581495
CG34166,249.303766
CG34167,462
CG34168,293
CG34169,426
CG34170,134.5
CG34171,1005.0424
CG34172,142.0148809
CG34173,216
CG34174,521
CG34175,463
CG34176,202
CG34177,683
CG34178,572.3333333
CG34179,1835.918453
CG34180,177
CG34181,596
CG34183,334
CG34184,516
CG34185,251
CG34188,607
CG34189,283
CG34190,901
CG34191,311.9956702
CG34193,1858.282853
CG34194,276.8556242
CG34195,985
CG34196,311
CG34198,333
CG34199,495
CG3420,378.3629426
CG34200,122
CG34201,956
CG34202,892
CG34203,336
CG34204,283.5
CG34205,761
CG34206,658
CG34207,327
CG34208,181
CG34210,366
CG34211,15.9266
CG34212,107.2840014
CG34213,319
CG34214,338
CG34215,245
CG34216,1391
CG34217,539
CG34219,885.4364911
CG34220,2188
CG34221,702.4706109
CG34222,385
CG34223,86.0009
CG34224,274
CG34225,391
CG34227,286
CG34228,216
CG34229,275
CG34230,347
CG34231,1295
CG34232,552.0762056
CG34234,404
CG34235,1562
CG34236,509.0433601
CG34238,555
CG34241,228
CG34242,156.9809987
CG34244,505.9362743
CG34245,361
CG34247,154
CG34248,334
CG34250,158.4438019
CG34251,681.4703714
CG34253,285
CG34254,119
CG34256,563
CG34258,424
CG34259,1082
CG34260,344
CG34261,597
CG34263,59.1108
CG34264,348
CG34265,268
CG34266,203
CG34267,176
CG34268,174
CG34269,461
CG34273,247
CG34274,640
CG34276,1620
CG34277,899
CG34278,145
CG34279,490.5
CG34280,177
CG34281,249
CG34282,263
CG34283,368
CG34284,321
CG34286,404
CG34287,752
CG34288,237
CG34289,335
CG34290,733
CG34291,68.0268
CG34292,645
CG34293,284.0235931
CG34295,668
CG34296,221
CG34297,571
CG34298,349
CG34299,199
CG3430,1774
CG34300,432.0001169
CG34301,108
CG34302,626
CG34303,221
CG34305,101
CG34307,519
CG34308,641
CG34309,389
CG34310,1190.237413
CG34312,974.9616514
CG34313,2040
CG34315,3116
CG34316,708
CG34317,969
CG34323,573
CG34324,836
CG34325,1037.958943
CG34327,649
CG34328,298
CG34330,456.1114077
CG34331,409.8419601
CG34332,213
CG34334,2357
CG34337,172
CG34338,226
CG3434,1173
CG34342,1460.51206
CG34345,1578
CG34347,6657.384737
CG34348,1991
CG34351,3024
CG34353,4716.324127
CG34354,3913.286212
CG34355,5223.822982
CG34356,4897.163135
CG34357,6748.440932
CG3436,1098.443406
CG34362,5744.977431
CG34367,940.2878275
CG3437,927
CG34370,4108.833333
CG34371,5561
CG34375,1878.381267
CG34376,2174.837039
CG34377,4848
CG34380,5289.093729
CG34382,2672.629135
CG34383,8889.344403
CG34384,8059.518217
CG34386,1719.491008
CG34393,2458.333147
CG34394,5504.944604
CG34396,2577.037242
CG34398,5901.485346
CG34401,10193.34588
CG34402,1761
CG34404,2604.476911
CG34408,4280.994976
CG34409,2015
CG34417,5684.540667
CG34423,246.6529689
CG34424,534.1615979
CG34425,1555
CG34426,823
CG34427,666
CG34428,494
CG34429,551
CG34430,596
CG34431,2352
CG34432,524
CG34433,636
CG34434,1492
CG34435,885
CG34436,654
CG34437,677
CG34442,632
CG34443,591
CG34444,721
CG34445,328
CG34446,151
CG34447,1064
CG34448,853
CG34449,5400.245949
CG34450,1273
CG34451,852.5289638
CG34452,860.7561643
CG34453,506
CG34454,404
CG34456,428
CG34457,1068
CG34458,658
CG34459,973.5362612
CG34460,515
CG34461,1577.147689
CG34462,958
CG3448,829
CG3457,699.55449
CG3473,483.5
CG3476,1046
CG3483,1141
CG3491,5661
CG3492,1316
CG3494,705.0000326
CG3499,2397.229015
CG3500,610.8891945
CG3502,2972
CG3505,986
CG3511,1879.474499
CG3513,224
CG3515,1312
CG3517,1222
CG3520,3791
CG3526,661
CG3527,771
CG3528,684
CG3529,1920.164828
CG3530,2620.752582
CG3534,1780
CG3542,2707
CG3544,3796.315843
CG3546,2047
CG3548,2019
CG3552,1195.736531
CG3556,3554.185474
CG3557,742
CG3558,3997.659112
CG3565,700
CG3566,402.0127401
CG3568,1494
CG3570,900
CG3581,834
CG3587,906
CG3588,2249.569265
CG3589,1573
CG3592,641
CG3594,664
CG3597,1024.346324
CG3598,848
CG3603,766.1613747
CG3604,382.6176449
CG3605,2254.257865
CG3609,946.7349917
CG3610,1496
CG3611,1720
CG3618,2383.453638
CG3625,893.3219734
CG3626,3586
CG3630,1632.165542
CG3631,2520.043277
CG3632,3910.156768
CG3634,2065.711585
CG3635,1144.0953
CG3638,6689.774036
CG3640,795
CG3645,1539.439913
CG3649,1370
CG3650,1008
CG3651,2601.899179
CG3652,668
CG3655,4179.679219
CG3662,1466.545901
CG3663,581
CG3669,902
CG3678,1010.952035
CG3679,3012.34929
CG3687,509
CG3689,1547.595726
CG3690,2033.932432
CG3698,936
CG3699,640
CG3700,984
CG3702,2077.722921
CG3703,2297
CG3704,1316
CG3706,1346
CG3708,1102
CG3709,1500
CG3711,4027.936715
CG3713,548.0901691
CG3714,2540.916951
CG3719,632
CG3726,2875.86424
CG3732,1063
CG3734,1361.391261
CG3735,2146.699646
CG3739,1387
CG3740,630
CG3744,4230.146859
CG3746,411.6159099
CG3748,1604
CG3756,954
CG3760,949.9453635
CG3764,5231.974387
CG3769,1134
CG3770,1123.607314
CG3773,1048
CG3775,2163.75275
CG3776,750.4320338
CG3777,3202.244634
CG3781,752
CG3788,1455.740597
CG3790,1748
CG3792,995
CG3793,1427.744366
CG3795,982
CG3797,2724.783542
CG3800,2053.746174
CG3803,1141
CG3808,2323
CG3809,1228
CG3812,3171.165667
CG3814,802.7202167
CG3815,3033
CG3817,680
CG3819,1129
CG3822,3408
CG3823,1083
CG3829,2308.997778
CG3831,1359.087101
CG3838,2244.075379
CG3841,1805.785411
CG3842,1733.897393
CG3847,1935
CG3857,2142
CG3860,1908.040174
CG3862,1334
CG3868,982
CG3876,1171
CG3880,1252
CG3887,781.4679538
CG3894,1343
CG3902,1386
CG3906,650
CG3907,1511.94219
CG3909,903
CG3916,754
CG3918,1609
CG3919,1164.19051
CG3925,1862
CG3927,878
CG3939,579.0519426
CG3940,1310.223576
CG3942,2207
CG3955,798
CG3961,3091.881359
CG3964,3238
CG3967,1963.439653
CG3982,1256
CG3984,1532
CG3987,1284
CG3995,986
CG3999,2927.246371
CG4000,800
CG40006,2391
CG4004,1626.798714
CG40045,548.8696102
CG4009,1947.464663
CG40160,1516.18868
CG4017,1417
CG40178,2743.771702
CG4019,880.863911
CG40191,1402.409149
CG40198,1105.527546
CG4020,1589.466891
CG4021,1002
CG4022,3517.964983
CG40228,269.8635336
CG4025,1041
CG40298,962
CG4036,772.9078512
CG4038,758
CG4041,2524
CG4042,756.1678615
CG40439,491.9970845
CG4045,724
CG40470,2791
CG40472,261
CG40485,902.578026
CG40486,756.5348595
CG4049,5916
CG40498,1345.319816
CG4050,3198.158573
CG4053,726
CG40635,65.044
CG4065,2339.110023
CG4066,1568
CG4069,1510
CG4073,905
CG4074,913.6908714
CG4078,3172.633179
CG4080,3144.873069
CG40813,443
CG4089,1823
CG4095,1448
CG4096,3545.486616
CG4098,955
CG4101,266
CG41099,3549.767106
CG41106,758
CG41128,165
CG4115,916
CG4116,709
CG4119,3620.500498
CG41242,284
CG41284,824
CG4133,2364.919341
CG41378,535.6056222
CG41434,1344.5
CG4151,1108
CG41520,2365.72501
CG41561,1229
CG41562,443
CG4159,1264.944356
CG4161,1735
CG4164,1289
CG4168,5652.960665
CG4174,3062.598515
CG4186,234.4662453
CG4194,898
CG4198,1665.72373
CG4199,2133.698318
CG4203,1887
CG4210,483
CG4213,4179.658371
CG4218,431
CG42231,1308
CG42232,10702
CG42233,2833
CG42235,2247.902385
CG42237,1241.866252
CG42238,2404.907632
CG42239,234
CG42240,1979.231412
CG42245,4912
CG42246,293.682079
CG42249,1620.992508
CG42255,10999
CG42258,2179.093979
CG42259,413.8840867
CG42260,6207.697555
CG42261,5648
CG42263,890
CG42264,1718.5
CG42265,7799
CG42266,1750
CG42268,4182.880121
CG42269,2163
CG42271,2466.758115
CG42272,1756.91355
CG42284,1366.149116
CG42287,327
CG42288,444.5
CG4229,750
CG42296,3007
CG42299,480
CG4230,1917.398408
CG42300,527
CG42302,560
CG42304,2502.943183
CG42305,522.4913534
CG42306,1775.776492
CG42307,521.7975349
CG42308,437.5204659
CG42313,5024.861275
CG42319,812.4048105
CG42321,4276.392687
CG42322,3180.494669
CG42323,868.3503054
CG42324,4514.450874
CG42326,3293.99363
CG42327,5342
CG42329,2278
CG42331,4559.862065
CG42335,2587
CG42336,401.3280686
CG42337,3711
CG42339,2140.734831
CG42340,4602.700645
CG42342,3988.63376
CG42346,8444.777077
CG42353,5721.435611
CG42354,2766.503269
CG42355,507
CG42356,1071
CG42357,1151
CG42359,767
CG42360,1737
CG42361,802
CG42362,1520.966934
CG42363,1520.966934
CG42364,441
CG42365,709
CG42366,2416.394603
CG42367,291
CG42369,1198
CG42370,1879
CG42371,492
CG42372,512.9014454
CG42374,1111.705039
CG42375,918
CG42376,433.9606033
CG42379,2063.796315
CG4238,3581.652981
CG42380,2063.796315
CG42381,2060
CG42382,686
CG42383,978
CG42389,6585.663959
CG4239,1584.381781
CG42390,5117.029042
CG42391,596
CG42392,441
CG42393,943
CG42394,364.2574475
CG42395,652
CG42397,452
CG42399,5102.424788
CG42402,4167.940115
CG42404,5233.36669
CG42445,845.2306514
CG42446,877
CG42449,947
CG42450,8340.460827
CG42455,960.485084
CG42456,2127
CG42458,3532
CG42460,212
CG42464,101
CG42465,202
CG42467,162
CG42470,328
CG42471,131
CG42481,31.3862
CG42486,606.7613079
CG42487,1519
CG42488,1959
CG42489,212.3632924
CG42492,4235.434271
CG42493,391
CG42494,860.3397109
CG42495,455
CG42496,872.3749761
CG42497,492
CG42498,615
CG4250,417.2500324
CG42500,187.4411664
CG42502,673.6814007
CG42503,1221
CG42504,3247
CG42505,3247
CG42507,4160.909213
CG42511,2568
CG42512,1370.252348
CG42514,1903.231931
CG42516,1692.504134
CG42518,645.9699738
CG42521,258
CG42523,620
CG42524,1792.034232
CG42525,1136
CG42526,1399
CG42529,1210
CG42531,379.5975708
CG42534,5502.477718
CG42535,475
CG42536,564
CG42537,177
CG42538,71.016
CG42540,3105.509417
CG42541,8509.720949
CG42542,1542.905971
CG42544,164
CG42553,1052
CG42554,824
CG42556,1133
CG42557,896
CG42558,896
CG42559,719.8545934
CG42560,384.6437942
CG42561,367
CG42562,283
CG42564,1388
CG42565,556.3459169
CG42566,435.3858624
CG42568,1270.389439
CG42570,1775.142438
CG42571,824
CG42577,219
CG42578,134
CG42579,214
CG42580,213
CG42581,59.1108
CG42583,179
CG42585,1026
CG42586,212.5363966
CG42587,80.003
CG42588,8351.477249
CG4259,1059.277029
CG42590,656
CG42591,309
CG42592,480
CG42594,4635.215204
CG42597,477
CG42598,959
CG42613,6197.757548
CG42615,222
CG42633,927
CG42634,829
CG42635,633.5
CG42637,6026.159183
CG42638,2871
CG42649,25.9389
CG42650,566
CG42654,268.5
CG42655,320
CG42656,56.1701
CG42658,566
CG42659,230
CG4266,4182.472349
CG42660,2365
CG42661,2365
CG42662,354.1549606
CG42663,3849.733743
CG42666,3406.509533
CG42668,3444.155096
CG4267,1248.987688
CG42671,5471.498371
CG42672,4953.543287
CG42673,3534.00479
CG42674,6912.198952
CG42675,1497.775577
CG42676,1326.22645
CG42680,52.2911
CG42681,145
CG42682,470
CG42684,5830.631267
CG42685,4803
CG42688,392
CG4269,483.3957058
CG42690,822
CG42691,308
CG42692,404
CG42693,209
CG42694,2170.152192
CG42697,619
CG42699,4097
CG4270,436
CG42700,2378.892064
CG42703,289
CG42704,302
CG42705,217.2431399
CG42709,1939.708748
CG4271,565
CG42710,503
CG42711,784
CG42713,350
CG42714,252
CG42716,126
CG42717,174
CG42718,152
CG42724,3902.389196
CG42726,2086
CG42727,2086
CG42728,378
CG42729,408
CG42732,6342.066942
CG42733,320
CG42740,2170.60359
CG42741,3254
CG42747,2658
CG42748,5676.551581
CG42749,1212.566908
CG42750,6321.317541
CG42751,223
CG42752,592
CG42753,464
CG42758,432
CG42759,160
CG42762,394
CG42763,461
CG42764,593.1530662
CG42766,480
CG42778,363
CG42779,184.5739
CG4278,864
CG42780,602.2966757
CG42781,59.1108
CG42782,146.2574195
CG42784,4458.351721
CG42787,187
CG42788,6485.260892
CG42789,193
CG42792,269
CG42795,9486.035746
CG42797,4788.897448
CG42798,314.5
CG42806,604
CG42807,807.8480141
CG42808,441
CG42809,378
CG4281,2465
CG42810,304
CG42811,443
CG42812,492
CG42813,811.1696606
CG42814,597
CG42815,209
CG42816,4578
CG42817,5549.960473
CG42818,3301
CG42819,405
CG4282,2194
CG42820,2178
CG42821,249
CG42822,379
CG42823,309
CG42824,265
CG42825,1553
CG42826,1223
CG42827,256.4850697
CG42828,272
CG42830,521
CG42831,1067
CG42832,53.2554
CG42833,196
CG42834,337
CG42835,153
CG42837,1932
CG42841,633
CG42846,365
CG42847,618
CG42851,584
CG42852,8.64817
CG42853,802
CG42854,1278
CG42855,746
CG42857,422
CG4286,622
CG42866,204
CG42867,239
CG42869,84.0013
CG4287,1448.762586
CG42870,169
CG42876,922.2549866
CG42878,141
CG4291,1065.774355
CG4293,1539.309922
CG4294,4467.099161
CG4297,6368.743038
CG4300,1781.063322
CG4301,4498.72023
CG4302,1555
CG43049,534.5
CG43050,920
CG43052,292
CG43054,332
CG43055,404
CG43056,104
CG43057,319.2614722
CG43058,256
CG43059,178
CG4306,830
CG43060,280
CG43061,130
CG43062,385
CG43063,289
CG43064,1386.482583
CG43066,4245.704569
CG43068,596
CG43069,217
CG43070,291.5
CG43071,143.3511607
CG43072,188
CG43074,478
CG43075,558
CG43076,572
CG43077,801
CG43078,7212.276148
CG43082,95.0001
CG43083,231
CG43084,251
CG43085,767.9079425
CG43088,986
CG43089,369.5
CG43090,425
CG43091,350
CG43092,523
CG43093,277
CG43094,111
CG43095,355
CG43098,458
CG43101,206
CG43102,7446.712639
CG43103,283
CG43106,698
CG43107,172
CG43108,457
CG43109,62.0706
CG43110,6885.707909
CG43111,354
CG43112,141
CG43114,78.78792551
CG43115,489
CG43116,698
CG43117,120
CG43120,1071
CG43121,304
CG43123,790
CG43124,585
CG43125,578
CG43127,493.5
CG4313,1816.810153
CG43131,252
CG43133,342
CG43134,191.2165525
CG43135,25.324
CG43136,505
CG43137,343
CG43138,294
CG43139,269
CG43143,6156.074412
CG43145,162
CG43147,57.1478
CG43149,680
CG43153,530
CG43155,1563
CG43156,131
CG43163,7686.666773
CG43165,333
CG43167,384
CG43168,879
CG43169,217
CG43171,306.0774128
CG43172,251.1498098
CG43175,259.9928361
CG43178,306.0774128
CG43179,502
CG4318,1265
CG43181,369
CG43182,52.2911
CG43183,409
CG43184,126
CG43185,271.5
CG43187,1357.532444
CG43188,596
CG43189,402
CG43190,465
CG43191,817
CG43192,370
CG43194,645.5617223
CG43195,710
CG43198,332
CG43200,288
CG43201,398
CG43202,191
CG43203,582
CG43204,442
CG43206,233
CG43207,256
CG43208,167
CG43209,171
CG43210,564.3327108
CG43218,483
CG43219,466
CG43220,8.39114
CG43221,223
CG43222,173.1926481
CG43229,176
CG43230,600
CG43231,981
CG43232,575
CG43233,338.0000055
CG43235,479
CG43236,61.35710634
CG43237,283
CG4324,1540.010723
CG43244,236
CG43245,891
CG43246,389
CG43248,365.9881162
CG43249,125
CG4325,563.4233876
CG43251,51.331
CG43254,286
CG43255,291
CG43267,159
CG43271,150
CG43272,225.5
CG43273,417.9350707
CG43277,216
CG4328,1769
CG43288,143
CG4329,3582
CG43290,385
CG43291,1105.522145
CG43292,306
CG43293,277.992824
CG43294,370
CG43295,305
CG43296,246
CG43307,97.0001
CG43308,284
CG43312,619
CG43313,4126.992772
CG43315,345.4321555
CG43316,377
CG43317,664
CG43318,419
CG43319,29.2345
CG4332,2057
CG43320,1098
CG43321,343
CG43322,1073
CG43324,547
CG43325,992.7286631
CG43326,291.2143265
CG43327,1327
CG43328,1018.831436
CG43329,533
CG43330,356
CG43331,654
CG43332,1826
CG43333,4115
CG43335,647
CG43336,641
CG43337,1251.186074
CG43338,2432
CG43339,1248.5
CG43340,3255.41426
CG43341,841
CG43342,549
CG43343,3987.144597
CG43345,2077.097919
CG43346,516.3987748
CG43347,9131.191571
CG43348,131.5415603
CG43349,196.660528
CG4335,999
CG43350,140
CG43351,43.8484
CG43354,18.2087
CG43355,836.1590612
CG43362,7.19434
CG43366,7513
CG43367,9651.382602
CG43370,4056
CG43371,366
CG43373,5928.071215
CG43376,104
CG4338,754
CG43386,752.4380523
CG43389,724
CG43390,19.9697
CG43391,13.7365
CG43392,119
CG43393,939
CG43394,2626.077775
CG43396,376
CG43397,754.6075422
CG43400,365
CG43401,309
CG43402,460.8121438
CG43403,397
CG43407,289
CG4341,3683.93848
CG43427,5050.767107
CG43438,441
CG43439,791
CG43441,371
CG43445,399
CG43446,1165.162752
CG43447,335
CG43448,330
CG43449,526.5
CG43450,82.002
CG4360,3312.706949
CG43618,29.9375
CG4362,630
CG4363,488
CG43630,52.2911
CG43638,579
CG4364,1925
CG43645,223
CG43646,245
CG43647,242
CG43658,7396.664522
CG43659,137
CG43666,824
CG43667,708
CG43668,477
CG4367,678.5
CG43672,4696
CG43673,682
CG43675,1674.44643
CG43677,704
CG43678,118
CG43679,241.8724515
CG43680,155
CG43689,5925.802947
CG43691,3415
CG43693,2214.552014
CG43694,229
CG43702,106
CG43703,119
CG43707,2500.177926
CG43709,416
CG43710,824
CG43711,1040
CG4372,995
CG43725,251
CG43729,5358.805932
CG43731,604
CG43732,3118.69114
CG43736,4693.492587
CG43737,7579.232002
CG43739,4664
CG4374,4588.639228
CG43740,1657.599345
CG43742,1309
CG4375,594
CG43750,794
CG43755,1758.984918
CG43759,4715.934427
CG43760,212
CG4377,589
CG43773,96.0001
CG43774,239
CG43775,2760
CG43776,1977.92048
CG43777,1615.179711
CG43778,5282.110611
CG43779,637
CG43780,1230.900823
CG43781,1230.900823
CG43783,4354.003113
CG43784,442
CG43788,152
CG43789,40.2855
CG43795,5692
CG43796,433
CG43797,590
CG43798,548
CG43799,655
CG43800,374.3332084
CG43813,346
CG43814,586
CG43815,215
CG43816,610
CG4382,1623
CG43829,245
CG43841,158
CG43843,1025
CG43844,411.9447375
CG43850,659.7069126
CG43851,277
CG4386,1311
CG43861,3027.27318
CG43867,6722.159022
CG43880,357
CG43885,248
CG43886,148
CG43894,720.75
CG43895,405
CG43896,4008
CG43897,2645.950836
CG4390,828.5608026
CG43901,10055.13314
CG43902,6258
CG43915,687
CG43919,275
CG43920,98.80637745
CG43921,6921.659638
CG43922,176
CG43923,322
CG43924,322
CG43925,115
CG4393,5596.291073
CG43931,746
CG43935,173
CG43938,1287
CG43954,4214
CG43965,14.3155
CG43968,2904
CG4398,623
CG43980,4797.242605
CG43982,502
CG43993,191
CG43996,868
CG43997,345
CG43998,737.5838074
CG43999,918.3730385
CG44000,2116.13698
CG44001,2116.13698
CG44002,1074
CG44004,1042.465011
CG44005,1101.817509
CG44006,1041
CG44008,593.4021087
CG44013,569.1883704
CG44014,647
CG44037,786
CG44038,63.0604
CG4404,1497
CG44040,115
CG44044,153
CG4406,1004
CG4407,1122.928794
CG4408,1483.49749
CG44085,3617.251531
CG44088,339
CG4409,740
CG44090,178
CG44094,82.002
CG44098,3484.212984
CG44102,677.2259835
CG44139,46.6066
CG44140,235
CG44141,235
CG44142,135
CG4415,1098.795082
CG44153,7027.875
CG44158,305
